text,translation,Category
"RT @lebribri: Airliner Boeing 737 Airberlin , Flight on the Craters &amp; Seas.
photo/ @lebribri (france) https://t.co/TymnUrI670","RT @lebribri: Airliner Boeing 737 Airberlin , Flight on the Craters &amp; Seas.
photo/ @lebribri (france) https://t.co/TymnUrI670",in-flight experience
"RT @flight_report: [Récit de vol] Un vol efficace en Business sur @AmericanAir avec @pititomFR entre Tokyo 🇯🇵 et @flyLAXairport 🇺🇸 :

Siège…","RT @flight_report: [Flight story] An efficient Business flight on @AmericanAir with @pititomFR between Tokyo 🇯🇵 and @flyLAXairport 🇺🇸:

Seat…",seating and boarding challenges
Ryanair: a ottobre decolla nuovo volo bisettimanale per Malta https://t.co/LmUGg8YX8F,Ryanair: new twice-weekly flight to Malta takes off in October https://t.co/LmUGg8YX8F,in-flight experience
"Ryanair, nuovo volo da Trieste a Malta https://t.co/hmCE0MOGT9","Ryanair, new flight from Trieste to Malta https://t.co/hmCE0MOGT9",in-flight experience
@abdulaziz_2040 Sorry to hear. Kindly give my colleagues from Technical Support a call https://t.co/tXXaeaMGbC with… https://t.co/FCD4Eah5b7,@abdulaziz_2040 Sorry to hear. Kindly give my colleagues from Technical Support a call https://t.co/tXXaeaMGbC with… https://t.co/FCD4Eah5b7,technical difficulties
"RT @sandeeprrao1991: BREAKING:-
KLM to fly 3x weekly btw @BLRAirport and @Schiphol from winter schedule 2018/19 using Boeing 787-9 aircraft…","RT @sandeeprrao1991: BREAKING:-
KLM to fly 3x weekly btw @BLRAirport and @Schiphol from winter schedule 2018/19 using Boeing 787-9 aircraft…",flight information requests
"Hey @AmericanAir, flight 5044 from CLT to AVL has been delayed an hour due to a tire change. Isn't that a preventat… https://t.co/ouq7kAbNOD","Hey @AmericanAir, flight 5044 from CLT to AVL has been delayed an hour due to a tire change. Isn't that a preventat… https://t.co/ouq7kAbNOD",flight delays and cancellations
"@easyJet Miguel and Lilian in Seville airport were incredibly unprofessional, keeping no one informed and isolating… https://t.co/38dfgpt5m7","@easyJet Miguel and Lilian in Seville airport were incredibly unprofessional, keeping no one informed and isolating… https://t.co/38dfgpt5m7",flight information requests
@easyJet @edinburgh A very good flight home. 😃,@easyJet @edinburgh A very good flight home. 😃,in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-DCW, #4CA24F) as flight #RYR90TC at 38000 ft heading north west bound OTT south west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-DCW, #4CA24F) as flight #RYR90TC at 38000 ft heading north west bound OTT south west of #RyanHQ",in-flight experience
"Ryanair Boeing 737NG 8AS/W (EI-FRG, #4CA658) as flight #RYR1GT at 38000 ft heading south west bound OTT east of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-FRG, #4CA658) as flight #RYR1GT at 38000 ft heading south west bound OTT east of #RyanHQ",in-flight experience
"RT @Joesmit54033344: Hey @AmericanAir, flight 5044 from CLT to AVL has been delayed an hour due to a tire change. Isn't that a preventative…","RT @Joesmit54033344: Hey @AmericanAir, flight 5044 from CLT to AVL has been delayed an hour due to a tire change. Isn't that a preventative…",flight delays and cancellations
Bonjour @easyJet quel est le poids maximum du bagage à main ?,Hello @easyJet what is the maximum weight of hand luggage?,lost luggage
"RT @ADNOCdist: Congratulations to our 14 lucky week 6 winners, who have all won return flights for two with @EtihadAirways.

#FuelAndFly
#F…","RT @ADNOCdist: Congratulations to our 14 lucky week 6 winners, who have all won return flights for two with @EtihadAirways.

#FuelAndFly
#F…",in-flight experience
"@easyJet Hi Easy Jet,
My booking reference number is EX24PCK.
I have a health issue and I need to change the dates… https://t.co/216I1ouWac","@easyJet Hi Easy Jet,
My booking reference number is EX24PCK.
I have a health issue and I need to change the dates… https://t.co/216I1ouWac",booking problems
@AmericanAir So bummed info AA gave me on getting form to claim reimbursement for 35 HOURS DELAY of AA206 on 5/17 s… https://t.co/r1pCkutF6E,@AmericanAir So bummed info AA gave me on getting form to claim reimbursement for 35 HOURS DELAY of AA206 on 5/17 s… https://t.co/r1pCkutF6E,flight delays and cancellations
"RT @EditorFiveStar: ""We see a huge shift from focus on product to focus on experience"". 
""Whilst we consume and rely on digital, we are dri…","RT @EditorFiveStar: ""We see a huge shift from focus on product to focus on experience"". 
""Whilst we consume and rely on digital, we are dri…",in-flight experience
"RT @lebribri: Airliner Boeing 737 Airberlin , Flight on the Craters &amp; Seas.
photo/ @lebribri (france) https://t.co/TymnUrI670","RT @lebribri: Airliner Boeing 737 Airberlin , Flight on the Craters &amp; Seas.
photo/ @lebribri (france) https://t.co/TymnUrI670",in-flight experience
And just as I was posting the other one I’ve received communication from americanair that the delay has been extend… https://t.co/OsgoFf5XSQ,And just as I was posting the other one I’ve received communication from americanair that the delay has been extend… https://t.co/OsgoFf5XSQ,flight delays and cancellations
"Ryanair Boeing 737NG 8AS/W (EI-DWT, #4CA621) as flight #RYR7MW at 12725 ft heading south east bound OTT west of #RyanHQ","Ryanair Boeing 737NG 8AS/W (EI-DWT, #4CA621) as flight #RYR7MW at 12725 ft heading south east bound OTT west of #RyanHQ",in-flight experience
"@EtihadAirways EI83 from Abu Dhabi to Rome flew back after one jour Flight (22/05). Radar malfunctioning.
I lost 2… https://t.co/rHwVHvQvSt","@EtihadAirways EI83 from Abu Dhabi to Rome flew back after one jour Flight (22/05). Radar malfunctioning.
I lost 2… https://t.co/rHwVHvQvSt",in-flight experience
@easyJet I forgot my Kindle on the flight 6913 from EDI to MUC Sunday evening. What should I try to get it back? Thanks,@easyJet I forgot my Kindle on the flight 6913 from EDI to MUC Sunday evening. What should I try to get it back? Thanks,in-flight experience
"@hazelbryant19h1 Sorry to hear this Hazel, to check your entitlements, see the Delays and cancellations link here,… https://t.co/S3JKHHoevW","@hazelbryant19h1 Sorry to hear this Hazel, to check your entitlements, see the Delays and cancellations link here,… https://t.co/S3JKHHoevW",flight delays and cancellations
"Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on… https://t.co/wMoGYBAv2d","Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on… https://t.co/wMoGYBAv2d",customer service complaints
"Long drive to my lunchtime @SAS flight SK0538 to Copenhagen, excellent staff in Dublin airport and on-board as alwa… https://t.co/eOfQPqw8Q5","Long drive to my lunchtime @SAS flight SK0538 to Copenhagen, excellent staff in Dublin airport and on-board as alwa… https://t.co/eOfQPqw8Q5",seating and boarding challenges
@AmericanAir left something on my flight from Chicago last night. Can you help?,@AmericanAir left something on my flight from Chicago last night. Can you help?,in-flight experience
RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,RT @asemota: Why are the @British_Airways planes going to Accra filthy and old? This is a waste of money. https://t.co/PPBIzkbCUO,refund complaints
"RT @DROAirport: Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on @AmericanAir be…","RT @DROAirport: Seasonal Saturday service to @fly2ohare on @AmericanAir and @united, @iah on @united, and @flyLAXairport on @AmericanAir be…",customer service complaints
"RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…","RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…",in-flight experience
"@ari11990 Hi Ariana, I'm sorry to hear about your experience with us. I'll get your feedback passed on to the team… https://t.co/yY7WwjHcLD","@ari11990 Hi Ariana, I'm sorry to hear about your experience with us. I'll get your feedback passed on to the team… https://t.co/yY7WwjHcLD",in-flight experience
Tried to book a flight to Paris and stumbled upon marketed flight on google. Tried to book. Not available. Changed… https://t.co/utu9UZRnW1,Tried to book a flight to Paris and stumbled upon marketed flight on google. Tried to book. Not available. Changed… https://t.co/utu9UZRnW1,booking problems
"RT @jackbern23: My attitude to a second ref is the same as getting an emergency Ryanair flight home

It's going to be utterly shit &amp; infuri…","RT @jackbern23: My attitude to a second ref is the same as getting an emergency Ryanair flight home

It's going to be utterly shit &amp; infuri…",in-flight experience
@lufthansa i am still waiting for delayed baggage compensation and any update regarding it..you are not replying to… https://t.co/a0EhTtnfEa,@lufthansa i am still waiting for delayed baggage compensation and any update regarding it..you are not replying to… https://t.co/a0EhTtnfEa,flight delays and cancellations
"RT @cultfree54: Watching the professionalism of a young Greek cabin steward on my flight from Portugal today, it struck me that a guy with…","RT @cultfree54: Watching the professionalism of a young Greek cabin steward on my flight from Portugal today, it struck me that a guy with…",in-flight experience
"Un viaggiatore che sale su un aereo sbagliato, se non altro per motivi di sicurezza, è un problema serissimo.

#Ryanair","A traveler getting on the wrong plane, if only for safety reasons, is a very serious problem.

#Ryanair",safety and security concerns
"RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…","RT @asemota: Compare to the flight from San Francisco to London to the one between London and Accra. Same phone, same @British_Airways. htt…",in-flight experience
"@ari11990 Please can you DM me with your booking reference, name of the booker &amp; email address, so I can get your f… https://t.co/1STKas5PrJ","@ari11990 Please can you DM me with your booking reference, name of the booker &amp; email address, so I can get your f… https://t.co/1STKas5PrJ",booking problems
@Airlineroute KLM W19 Calgary flights are operated by A333 I think...,@Airlineroute KLM W19 Calgary flights are operated by A333 I think...,in-flight experience
"RT @British_Airways: 영국항공 탑승객만을 위한 스페인 비스터빌리지 쇼핑 특전! VIP카드, 셔틀버스 할인, 무료 음료를 10월 31일까지 누리세요! 셔틀버스 예약: 라로카 빌리지(https://t.co/nUHc752Dd8), 라스 로…","RT @British_Airways: Shopping privileges at Bicester Village, Spain, exclusively for British Airways passengers! Enjoy VIP cards, shuttle bus discounts, and free drinks until October 31st! Shuttle bus reservation: La Roca Village (https://t.co/nUHc752Dd8), Las Roca…",booking problems
"@tom_warias It's best to contact our baggage teams, Tom. The link is https://t.co/W3t1hk0xCq and there is contact n… https://t.co/PcjPoA4O3K","@tom_warias It's best to contact our baggage teams, Tom. The link is https://t.co/W3t1hk0xCq and there is contact n… https://t.co/PcjPoA4O3K",baggage issues
This needs a retweet because it's nearly 3 months on. We put in a complaint. No reply. No feedback. So maybe the po… https://t.co/EGDCyeF1AI,This needs a retweet because it's nearly 3 months on. We put in a complaint. No reply. No feedback. So maybe the po… https://t.co/EGDCyeF1AI,customer service complaints
#Lufthansa flight LH464 two days in a row... mechanical issues. #stuckonplaneforhours,#Lufthansa flight LH464 two days in a row... mechanical issues. #stuckonplaneforhours,in-flight experience
Patricia got her a wheelchair and found a seat leaving Monday PM to get her to Dallas(which is another bad transfer… https://t.co/bP4AjHTtXu,Patricia got her a wheelchair and found a seat leaving Monday PM to get her to Dallas(which is another bad transfer… https://t.co/bP4AjHTtXu,seating and boarding challenges
